timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-06T22:25:34,codecarbon,3b941f86-48a8-4279-876d-af1adce8d883,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.080734041985124,1.2999888632182627e-09,2.1378814699711264e-10,1.0958,0.0093,6.0,1.4727475980180316e-09,7.911003881090436e-09,7.03895833188047e-09,1.642270981098894e-08,Finland,FIN,uusimaa,,,macOS-15.3.1-arm64-arm-64bit,3.11.10,2.8.3,8,Apple M3,1,Apple M3,24.9347,60.1719,16.0,machine,N,1.0
